ID,TRT,Herbicide,AI,Rate,Cultivar,Rep,Run,Biomass,CNTRL_AVG,VSCNTRL,Biomass_Red.,,,
5127,134,Outlook,dimethenamid-P,115,X-59,1,1,0.2,0.47,0.43,0.57,,,
5128,134,Outlook,dimethenamid-P,115,X-59,2,1,0.11,0.47,0.23,0.77,,,
5129,134,Outlook,dimethenamid-P,115,X-59,3,1,0.23,0.47,0.49,0.51,,,
5130,135,Outlook,dimethenamid-P,230,X-59,1,1,0.55,0.47,1.00,0.00,,,
5131,135,Outlook,dimethenamid-P,230,X-59,2,1,0.42,0.47,0.89,0.11,,,
5132,135,Outlook,dimethenamid-P,230,X-59,3,1,0.22,0.47,0.47,0.53,,,
5133,136,Outlook,dimethenamid-P,460,X-59,1,1,0.31,0.47,0.66,0.34,,,
5134,136,Outlook,dimethenamid-P,460,X-59,2,1,0.22,0.47,0.47,0.53,,,
5135,136,Outlook,dimethenamid-P,460,X-59,3,1,0.38,0.47,0.81,0.19,,,
5136,137,Outlook,dimethenamid-P,690,X-59,1,1,0.08,0.47,0.17,0.83,,,
5137,137,Outlook,dimethenamid-P,690,X-59,2,1,0.26,0.47,0.55,0.45,,,
5138,137,Outlook,dimethenamid-P,690,X-59,3,1,0,0.47,0.00,1.00,,,
5139,138,Outlook,dimethenamid-P,920,X-59,1,1,0,0.47,0.00,1.00,,,
5140,138,Outlook,dimethenamid-P,920,X-59,2,1,0.02,0.47,0.04,0.96,,,
5141,138,Outlook,dimethenamid-P,920,X-59,3,1,0.21,0.47,0.45,0.55,,,
5142,139,Outlook,dimethenamid-P,1840,X-59,1,1,0.03,0.47,0.06,0.94,,,
5143,139,Outlook,dimethenamid-P,1840,X-59,2,1,0,0.47,0.00,1.00,,,
5144,139,Outlook,dimethenamid-P,1840,X-59,3,1,0.05,0.47,0.11,0.89,,,
5145,140,Outlook,dimethenamid-P,3680,X-59,1,1,0,0.47,0.00,1.00,,,
5146,140,Outlook,dimethenamid-P,3680,X-59,2,1,0,0.47,0.00,1.00,,,
5147,140,Outlook,dimethenamid-P,3680,X-59,3,1,0,0.47,0.00,1.00,,,
,,Control,acetochlor-1,0,X-59,1,1,0.43,0.47,0.91,0.09,,,
,,Control,acetochlor-1,0,X-59,2,1,0.43,0.47,0.91,0.09,,,
,,Control,acetochlor-1,0,X-59,3,1,0.54,0.47,1.00,0.00,,,
5148,141,Harness,acetochlor-1,184,X-59,1,1,0.45,0.47,0.96,0.04,,,
5149,141,Harness,acetochlor-1,184,X-59,2,1,0.05,0.47,0.11,0.89,,,
5150,141,Harness,acetochlor-1,184,X-59,3,1,0.43,0.47,0.91,0.09,,,
5151,142,Harness,acetochlor-1,368,X-59,1,1,0.25,0.47,0.53,0.47,,,
5152,142,Harness,acetochlor-1,368,X-59,2,1,0.28,0.47,0.60,0.40,,,
5153,142,Harness,acetochlor-1,368,X-59,3,1,0.1,0.47,0.21,0.79,,,
5154,143,Harness,acetochlor-1,736,X-59,1,1,0,0.47,0.00,1.00,,,
5155,143,Harness,acetochlor-1,736,X-59,2,1,0.09,0.47,0.19,0.81,,,
5156,143,Harness,acetochlor-1,736,X-59,3,1,0.28,0.47,0.60,0.40,,,
5157,144,Harness,acetochlor-1,1100,X-59,1,1,0.01,0.47,0.02,0.98,,,
5158,144,Harness,acetochlor-1,1100,X-59,2,1,0.19,0.47,0.40,0.60,,,
5159,144,Harness,acetochlor-1,1100,X-59,3,1,0,0.47,0.00,1.00,,,
5160,145,Harness,acetochlor-1,1470,X-59,1,1,0.11,0.47,0.23,0.77,,,
5161,145,Harness,acetochlor-1,1470,X-59,2,1,0,0.47,0.00,1.00,,,
5162,145,Harness,acetochlor-1,1470,X-59,3,1,0.07,0.47,0.15,0.85,,,
5163,146,Harness,acetochlor-1,2940,X-59,1,1,0.03,0.47,0.06,0.94,,,
5164,146,Harness,acetochlor-1,2940,X-59,2,1,0.05,0.47,0.11,0.89,,,
5165,146,Harness,acetochlor-1,2940,X-59,3,1,0,0.47,0.00,1.00,,,
5166,147,Harness,acetochlor-1,5900,X-59,1,1,0.05,0.47,0.11,0.89,,,
5167,147,Harness,acetochlor-1,5900,X-59,2,1,0,0.47,0.00,1.00,,,
5168,147,Harness,acetochlor-1,5900,X-59,3,1,0,0.47,0.00,1.00,,,
,,Control,acetochlor-2,0,X-59,1,1,0.43,0.47,0.91,0.09,,,
,,Control,acetochlor-2,0,X-59,2,1,0.43,0.47,0.91,0.09,,,
,,Control,acetochlor-2,0,X-59,3,1,0.54,0.47,1.00,0.00,,,
5169,148,Warrant,acetochlor-2,158,X-59,1,1,0.68,0.47,1.00,0.00,,,
5170,148,Warrant,acetochlor-2,158,X-59,2,1,0.22,0.47,0.47,0.53,,,
5171,148,Warrant,acetochlor-2,158,X-59,3,1,0.44,0.47,0.94,0.06,,,
5172,149,Warrant,acetochlor-2,315,X-59,1,1,0.57,0.47,1.00,0.00,,,
5173,149,Warrant,acetochlor-2,315,X-59,2,1,0,0.47,0.00,1.00,,,
5174,149,Warrant,acetochlor-2,315,X-59,3,1,0.53,0.47,1.00,0.00,,,
5175,150,Warrant,acetochlor-2,630,X-59,1,1,0.48,0.47,1.00,0.00,,,
5176,150,Warrant,acetochlor-2,630,X-59,2,1,0.69,0.47,1.00,0.00,,,
5177,150,Warrant,acetochlor-2,630,X-59,3,1,0.58,0.47,1.00,0.00,,,
5178,151,Warrant,acetochlor-2,950,X-59,1,1,0,0.47,0.00,1.00,,,
5179,151,Warrant,acetochlor-2,950,X-59,2,1,0.56,0.47,1.00,0.00,,,
5180,151,Warrant,acetochlor-2,950,X-59,3,1,0.66,0.47,1.00,0.00,,,
5181,152,Warrant,acetochlor-2,1260,X-59,1,1,0.6,0.47,1.00,0.00,,,
5182,152,Warrant,acetochlor-2,1260,X-59,2,1,0.26,0.47,0.55,0.45,,,
5183,152,Warrant,acetochlor-2,1260,X-59,3,1,0.49,0.47,1.00,0.00,,,
5184,153,Warrant,acetochlor-2,2520,X-59,1,1,0.37,0.47,0.79,0.21,,,
5185,153,Warrant,acetochlor-2,2520,X-59,2,1,0.43,0.47,0.91,0.09,,,
5186,153,Warrant,acetochlor-2,2520,X-59,3,1,0.4,0.47,0.85,0.15,,,
5187,154,Warrant,acetochlor-2,5040,X-59,1,1,0.58,0.47,1.00,0.00,,,
5188,154,Warrant,acetochlor-2,5040,X-59,2,1,0.24,0.47,0.51,0.49,,,
5189,154,Warrant,acetochlor-2,5040,X-59,3,1,0.25,0.47,0.53,0.47,,,
,,Control,S-metolachlor,0,X-59,1,1,0.43,0.47,0.91,0.09,,,
,,Control,S-metolachlor,0,X-59,2,1,0.43,0.47,0.91,0.09,,,
,,Control,S-metolachlor,0,X-59,3,1,0.54,0.47,1.00,0.00,,,
5190,155,Dual II Magnum,S-metolachlor,223,X-59,1,1,0,0.47,0.00,1.00,,,
5191,155,Dual II Magnum,S-metolachlor,223,X-59,2,1,0,0.47,0.00,1.00,,,
5192,155,Dual II Magnum,S-metolachlor,223,X-59,3,1,0.28,0.47,0.60,0.40,,,
5193,156,Dual II Magnum,S-metolachlor,447,X-59,1,1,0.13,0.47,0.28,0.72,,,
5194,156,Dual II Magnum,S-metolachlor,447,X-59,2,1,0.24,0.47,0.51,0.49,,,
5195,156,Dual II Magnum,S-metolachlor,447,X-59,3,1,0.26,0.47,0.55,0.45,,,
5196,157,Dual II Magnum,S-metolachlor,890,X-59,1,1,0.06,0.47,0.13,0.87,,,
5197,157,Dual II Magnum,S-metolachlor,890,X-59,2,1,0.25,0.47,0.53,0.47,,,
5198,157,Dual II Magnum,S-metolachlor,890,X-59,3,1,0,0.47,0.00,1.00,,,
5199,158,Dual II Magnum,S-metolachlor,1340,X-59,1,1,0.11,0.47,0.23,0.77,,,
5200,158,Dual II Magnum,S-metolachlor,1340,X-59,2,1,0.09,0.47,0.19,0.81,,,
5201,158,Dual II Magnum,S-metolachlor,1340,X-59,3,1,0.06,0.47,0.13,0.87,,,
5202,159,Dual II Magnum,S-metolachlor,1790,X-59,1,1,0.12,0.47,0.26,0.74,,,
5203,159,Dual II Magnum,S-metolachlor,1790,X-59,2,1,0.18,0.47,0.38,0.62,,,
5204,159,Dual II Magnum,S-metolachlor,1790,X-59,3,1,0,0.47,0.00,1.00,,,
5205,160,Dual II Magnum,S-metolachlor,3580,X-59,1,1,0,0.47,0.00,1.00,,,
5206,160,Dual II Magnum,S-metolachlor,3580,X-59,2,1,0.28,0.47,0.60,0.40,,,
5207,160,Dual II Magnum,S-metolachlor,3580,X-59,3,1,0.04,0.47,0.09,0.91,,,
5208,161,Dual II Magnum,S-metolachlor,7150,X-59,1,1,0,0.47,0.00,1.00,,,
5209,161,Dual II Magnum,S-metolachlor,7150,X-59,2,1,0.11,0.47,0.23,0.77,,,
5210,161,Dual II Magnum,S-metolachlor,7150,X-59,3,1,0.14,0.47,0.30,0.70,,,
,,Control,metribuzin,0,CRS-1,1,1,0.87,0.72,1.00,0.00,,,
,,Control,metribuzin,0,CRS-1,2,1,0.7,0.72,0.97,0.03,,,
,,Control,metribuzin,0,CRS-1,3,1,0.58,0.72,0.81,0.19,,,
5232,99,Tricor,metribuzin,70.4,CRS-1,1,1,0,0.72,0.00,1.00,,,
5233,99,Tricor,metribuzin,70.4,CRS-1,2,1,0,0.72,0.00,1.00,,,
5234,99,Tricor,metribuzin,70.4,CRS-1,3,1,0.06,0.72,0.08,0.92,,,
5235,100,Tricor,metribuzin,141,CRS-1,1,1,0,0.72,0.00,1.00,,,
5236,100,Tricor,metribuzin,141,CRS-1,2,1,0,0.72,0.00,1.00,,,
5237,100,Tricor,metribuzin,141,CRS-1,3,1,0,0.72,0.00,1.00,,,
5238,101,Tricor,metribuzin,282,CRS-1,1,1,0.4,0.72,0.56,0.44,,,
5239,101,Tricor,metribuzin,282,CRS-1,2,1,0.41,0.72,0.57,0.43,,,
5240,101,Tricor,metribuzin,282,CRS-1,3,1,0,0.72,0.00,1.00,,,
5241,102,Tricor,metribuzin,422,CRS-1,1,1,0,0.72,0.00,1.00,,,
5242,102,Tricor,metribuzin,422,CRS-1,2,1,0,0.72,0.00,1.00,,,
5243,102,Tricor,metribuzin,422,CRS-1,3,1,0,0.72,0.00,1.00,,,
5244,103,Tricor,metribuzin,563,CRS-1,1,1,0,0.72,0.00,1.00,,,
5245,103,Tricor,metribuzin,563,CRS-1,2,1,0,0.72,0.00,1.00,,,
5246,103,Tricor,metribuzin,563,CRS-1,3,1,0,0.72,0.00,1.00,,,
5247,104,Tricor,metribuzin,1130,CRS-1,1,1,0,0.72,0.00,1.00,,,
5248,104,Tricor,metribuzin,1130,CRS-1,2,1,0,0.72,0.00,1.00,,,
5249,104,Tricor,metribuzin,1130,CRS-1,3,1,0,0.72,0.00,1.00,,,
5250,105,Tricor,metribuzin,2250,CRS-1,1,1,0,0.72,0.00,1.00,,,
5251,105,Tricor,metribuzin,2250,CRS-1,2,1,0,0.72,0.00,1.00,,,
5252,105,Tricor,metribuzin,2250,CRS-1,3,1,0,0.72,0.00,1.00,,,
,,Control,sulfentrazone,0,CRS-1,1,1,0.87,0.72,1.00,0.00,,,
,,Control,sulfentrazone,0,CRS-1,2,1,0.7,0.72,0.97,0.03,,,
,,Control,sulfentrazone,0,CRS-1,3,1,0.58,0.72,0.81,0.19,,,
5253,106,Spartan 4F,sulfentrazone,35,CRS-1,1,1,0.73,0.72,1.00,0.00,,,
5254,106,Spartan 4F,sulfentrazone,35,CRS-1,2,1,0.64,0.72,0.89,0.11,,,
5255,106,Spartan 4F,sulfentrazone,35,CRS-1,3,1,0.61,0.72,0.85,0.15,,,
5256,107,Spartan 4F,sulfentrazone,70,CRS-1,1,1,0.46,0.72,0.64,0.36,,,
5257,107,Spartan 4F,sulfentrazone,70,CRS-1,2,1,0.55,0.72,0.76,0.24,,,
5258,107,Spartan 4F,sulfentrazone,70,CRS-1,3,1,0.54,0.72,0.75,0.25,,,
5259,108,Spartan 4F,sulfentrazone,140,CRS-1,1,1,0,0.72,0.00,1.00,,,
5260,108,Spartan 4F,sulfentrazone,140,CRS-1,2,1,0.22,0.72,0.31,0.69,,,
5261,108,Spartan 4F,sulfentrazone,140,CRS-1,3,1,,0.72,0.00,1.00,,,
5262,109,Spartan 4F,sulfentrazone,210,CRS-1,1,1,0.23,0.72,0.32,0.68,,,
5263,109,Spartan 4F,sulfentrazone,210,CRS-1,2,1,0.21,0.72,0.29,0.71,,,
5264,109,Spartan 4F,sulfentrazone,210,CRS-1,3,1,0,0.72,0.00,1.00,,,
5265,110,Spartan 4F,sulfentrazone,280,CRS-1,1,1,0.09,0.72,0.13,0.88,,,
5266,110,Spartan 4F,sulfentrazone,280,CRS-1,2,1,0,0.72,0.00,1.00,,,
5267,110,Spartan 4F,sulfentrazone,280,CRS-1,3,1,0.22,0.72,0.31,0.69,,,
5268,111,Spartan 4F,sulfentrazone,560,CRS-1,1,1,0,0.72,0.00,1.00,,,
5269,111,Spartan 4F,sulfentrazone,560,CRS-1,2,1,0,0.72,0.00,1.00,,,
5270,111,Spartan 4F,sulfentrazone,560,CRS-1,3,1,0,0.72,0.00,1.00,,,
5271,112,Spartan 4F,sulfentrazone,1120,CRS-1,1,1,0,0.72,0.00,1.00,,,
5272,112,Spartan 4F,sulfentrazone,1120,CRS-1,2,1,0,0.72,0.00,1.00,,,
5273,112,Spartan 4F,sulfentrazone,1120,CRS-1,3,1,0,0.72,0.00,1.00,,,
,,Control,flumioxazin,0,CRS-1,1,1,0.87,0.72,1.00,0.00,,,
,,Control,flumioxazin,0,CRS-1,2,1,0.7,0.72,0.97,0.03,,,
,,Control,flumioxazin,0,CRS-1,3,1,0.58,0.72,0.81,0.19,,,
5274,113,Valor SX,flumioxazin,13.4,CRS-1,1,1,0,0.72,0.00,1.00,,,
5275,113,Valor SX,flumioxazin,13.4,CRS-1,2,1,0.75,0.72,1.00,0.00,,,
5276,113,Valor SX,flumioxazin,13.4,CRS-1,3,1,0.52,0.72,0.72,0.28,,,
5277,114,Valor SX,flumioxazin,26.8,CRS-1,1,1,0.54,0.72,0.75,0.25,,,
5278,114,Valor SX,flumioxazin,26.8,CRS-1,2,1,0.62,0.72,0.86,0.14,,,
5279,114,Valor SX,flumioxazin,26.8,CRS-1,3,1,0.56,0.72,0.78,0.22,,,
5280,115,Valor SX,flumioxazin,53.6,CRS-1,1,1,0,0.72,0.00,1.00,,,
5281,115,Valor SX,flumioxazin,53.6,CRS-1,2,1,0.39,0.72,0.54,0.46,,,
5282,115,Valor SX,flumioxazin,53.6,CRS-1,3,1,0,0.72,0.00,1.00,,,
5283,116,Valor SX,flumioxazin,80,CRS-1,1,1,0.48,0.72,0.67,0.33,,,
5284,116,Valor SX,flumioxazin,80,CRS-1,2,1,0.72,0.72,1.00,0.00,,,
5285,116,Valor SX,flumioxazin,80,CRS-1,3,1,0.44,0.72,0.61,0.39,,,
5286,117,Valor SX,flumioxazin,107,CRS-1,1,1,0,0.72,0.00,1.00,,,
5287,117,Valor SX,flumioxazin,107,CRS-1,2,1,0.45,0.72,0.63,0.38,,,
5288,117,Valor SX,flumioxazin,107,CRS-1,3,1,0,0.72,0.00,1.00,,,
5289,118,Valor SX,flumioxazin,214,CRS-1,1,1,0,0.72,0.00,1.00,,,
5290,118,Valor SX,flumioxazin,214,CRS-1,2,1,0,0.72,0.00,1.00,,,
5291,118,Valor SX,flumioxazin,214,CRS-1,3,1,0,0.72,0.00,1.00,,,
5292,119,Valor SX,flumioxazin,430,CRS-1,1,1,0,0.72,0.00,1.00,,,
5293,119,Valor SX,flumioxazin,430,CRS-1,2,1,0.14,0.72,0.19,0.81,,,
5294,119,Valor SX,flumioxazin,430,CRS-1,3,1,0,0.72,0.00,1.00,,,
,,Control,saflufenacil,0,CRS-1,1,1,0.87,0.72,1.00,0.00,,,
,,Control,saflufenacil,0,CRS-1,2,1,0.7,0.72,0.97,0.03,,,
,,Control,saflufenacil,0,CRS-1,3,1,0.58,0.72,0.81,0.19,,,
5295,120,Sharpen,saflufenacil,3.12,CRS-1,1,1,0.55,0.72,0.76,0.24,,,
5296,120,Sharpen,saflufenacil,3.12,CRS-1,2,1,0.59,0.72,0.82,0.18,,,
5297,120,Sharpen,saflufenacil,3.12,CRS-1,3,1,0.81,0.72,1.00,0.00,,,
5298,121,Sharpen,saflufenacil,6.24,CRS-1,1,1,0.75,0.72,1.00,0.00,,,
5299,121,Sharpen,saflufenacil,6.24,CRS-1,2,1,0.65,0.72,0.90,0.10,,,
5300,121,Sharpen,saflufenacil,6.24,CRS-1,3,1,0.78,0.72,1.00,0.00,,,
5301,122,Sharpen,saflufenacil,12.5,CRS-1,1,1,0.84,0.72,1.00,0.00,,,
5302,122,Sharpen,saflufenacil,12.5,CRS-1,2,1,0.41,0.72,0.57,0.43,,,
5303,122,Sharpen,saflufenacil,12.5,CRS-1,3,1,0.83,0.72,1.00,0.00,,,
5304,123,Sharpen,saflufenacil,18.7,CRS-1,1,1,0.48,0.72,0.67,0.33,,,
5305,123,Sharpen,saflufenacil,18.7,CRS-1,2,1,0.58,0.72,0.81,0.19,,,
5306,123,Sharpen,saflufenacil,18.7,CRS-1,3,1,0.54,0.72,0.75,0.25,,,
5307,124,Sharpen,saflufenacil,25,CRS-1,1,1,0.66,0.72,0.92,0.08,,,
5308,124,Sharpen,saflufenacil,25,CRS-1,2,1,0,0.72,0.00,1.00,,,
5309,124,Sharpen,saflufenacil,25,CRS-1,3,1,0.34,0.72,0.47,0.53,,,
5310,125,Sharpen,saflufenacil,50,CRS-1,1,1,0.09,0.72,0.13,0.88,,,
5311,125,Sharpen,saflufenacil,50,CRS-1,2,1,0.05,0.72,0.07,0.93,,,
5312,125,Sharpen,saflufenacil,50,CRS-1,3,1,0,0.72,0.00,1.00,,,
5313,126,Sharpen,saflufenacil,100,CRS-1,1,1,0.09,0.72,0.13,0.88,,,
5314,126,Sharpen,saflufenacil,100,CRS-1,2,1,0.14,0.72,0.19,0.81,,,
5315,126,Sharpen,saflufenacil,100,CRS-1,3,1,0,0.72,0.00,1.00,,,
,,Control,pyroxasulfone,0,CRS-1,1,1,0.87,0.72,1.00,0.00,,,
,,Control,pyroxasulfone,0,CRS-1,2,1,0.7,0.72,0.97,0.03,,,
,,Control,pyroxasulfone,0,CRS-1,3,1,0.58,0.72,0.81,0.19,,,
5316,127,Zidua SC,pyroxasulfone,14.8,CRS-1,1,1,0.24,0.72,0.33,0.67,,,
5317,127,Zidua SC,pyroxasulfone,14.8,CRS-1,2,1,0.15,0.72,0.21,0.79,,,
5318,127,Zidua SC,pyroxasulfone,14.8,CRS-1,3,1,0.13,0.72,0.18,0.82,,,
5319,128,Zidua SC,pyroxasulfone,29.7,CRS-1,1,1,0.14,0.72,0.19,0.81,,,
5320,128,Zidua SC,pyroxasulfone,29.7,CRS-1,2,1,0.19,0.72,0.26,0.74,,,
5321,128,Zidua SC,pyroxasulfone,29.7,CRS-1,3,1,0,0.72,0.00,1.00,,,
5322,129,Zidua SC,pyroxasulfone,59.3,CRS-1,1,1,0.19,0.72,0.26,0.74,,,
5323,129,Zidua SC,pyroxasulfone,59.3,CRS-1,2,1,0.29,0.72,0.40,0.60,,,
5324,129,Zidua SC,pyroxasulfone,59.3,CRS-1,3,1,0.27,0.72,0.38,0.63,,,
5325,130,Zidua SC,pyroxasulfone,89,CRS-1,1,1,0.1,0.72,0.14,0.86,,,
5326,130,Zidua SC,pyroxasulfone,89,CRS-1,2,1,0.18,0.72,0.25,0.75,,,
5327,130,Zidua SC,pyroxasulfone,89,CRS-1,3,1,0.14,0.72,0.19,0.81,,,
5328,131,Zidua SC,pyroxasulfone,119,CRS-1,1,1,0.11,0.72,0.15,0.85,,,
5329,131,Zidua SC,pyroxasulfone,119,CRS-1,2,1,0.13,0.72,0.18,0.82,,,
5330,131,Zidua SC,pyroxasulfone,119,CRS-1,3,1,0.29,0.72,0.40,0.60,,,
5331,132,Zidua SC,pyroxasulfone,237,CRS-1,1,1,0.12,0.72,0.17,0.83,,,
5332,132,Zidua SC,pyroxasulfone,237,CRS-1,2,1,0.04,0.72,0.06,0.94,,,
5333,132,Zidua SC,pyroxasulfone,237,CRS-1,3,1,0.09,0.72,0.13,0.88,,,
5334,133,Zidua SC,pyroxasulfone,475,CRS-1,1,1,0.02,0.72,0.03,0.97,,,
5335,133,Zidua SC,pyroxasulfone,475,CRS-1,2,1,0,0.72,0.00,1.00,,,
5336,133,Zidua SC,pyroxasulfone,475,CRS-1,3,1,0.08,0.72,0.11,0.89,,,
,,Control,dimethenamid-P,0,CRS-1,1,1,0.87,0.72,1.00,0.00,,,
,,Control,dimethenamid-P,0,CRS-1,2,1,0.7,0.72,0.97,0.03,,,
,,Control,dimethenamid-P,0,CRS-1,3,1,0.58,0.72,0.81,0.19,,,
5337,134,Outlook,dimethenamid-P,115,CRS-1,1,1,0.55,0.72,0.76,0.24,,,
5338,134,Outlook,dimethenamid-P,115,CRS-1,2,1,0,0.72,0.00,1.00,,,
5339,134,Outlook,dimethenamid-P,115,CRS-1,3,1,0.27,0.72,0.38,0.63,,,
5340,135,Outlook,dimethenamid-P,230,CRS-1,1,1,0.19,0.72,0.26,0.74,,,
5341,135,Outlook,dimethenamid-P,230,CRS-1,2,1,0,0.72,0.00,1.00,,,
5342,135,Outlook,dimethenamid-P,230,CRS-1,3,1,0.53,0.72,0.74,0.26,,,
5343,136,Outlook,dimethenamid-P,460,CRS-1,1,1,0.39,0.72,0.54,0.46,,,
5344,136,Outlook,dimethenamid-P,460,CRS-1,2,1,0.34,0.72,0.47,0.53,,,
5345,136,Outlook,dimethenamid-P,460,CRS-1,3,1,0.17,0.72,0.24,0.76,,,
5346,137,Outlook,dimethenamid-P,690,CRS-1,1,1,0.04,0.72,0.06,0.94,,,
5347,137,Outlook,dimethenamid-P,690,CRS-1,2,1,0.1,0.72,0.14,0.86,,,
5348,137,Outlook,dimethenamid-P,690,CRS-1,3,1,0.19,0.72,0.26,0.74,,,
5349,138,Outlook,dimethenamid-P,920,CRS-1,1,1,0.24,0.72,0.33,0.67,,,
5350,138,Outlook,dimethenamid-P,920,CRS-1,2,1,0.16,0.72,0.22,0.78,,,
5351,138,Outlook,dimethenamid-P,920,CRS-1,3,1,0.06,0.72,0.08,0.92,,,
5352,139,Outlook,dimethenamid-P,1840,CRS-1,1,1,0,0.72,0.00,1.00,,,
5353,139,Outlook,dimethenamid-P,1840,CRS-1,2,1,0.05,0.72,0.07,0.93,,,
5354,139,Outlook,dimethenamid-P,1840,CRS-1,3,1,0.08,0.72,0.11,0.89,,,
5355,140,Outlook,dimethenamid-P,3680,CRS-1,1,1,0,0.72,0.00,1.00,,,
5356,140,Outlook,dimethenamid-P,3680,CRS-1,2,1,0,0.72,0.00,1.00,,,
5357,140,Outlook,dimethenamid-P,3680,CRS-1,3,1,0,0.72,0.00,1.00,,,
,,Control,acetochlor-1,0,CRS-1,1,1,0.87,0.72,1.00,0.00,,,
,,Control,acetochlor-1,0,CRS-1,2,1,0.7,0.72,0.97,0.03,,,
,,Control,acetochlor-1,0,CRS-1,3,1,0.58,0.72,0.81,0.19,,,
5358,141,Harness,acetochlor-1,184,CRS-1,1,1,0.42,0.72,0.58,0.42,,,
5359,141,Harness,acetochlor-1,184,CRS-1,2,1,0.48,0.72,0.67,0.33,,,
5360,141,Harness,acetochlor-1,184,CRS-1,3,1,0.06,0.72,0.08,0.92,,,
5361,142,Harness,acetochlor-1,368,CRS-1,1,1,0.28,0.72,0.39,0.61,,,
5362,142,Harness,acetochlor-1,368,CRS-1,2,1,0.11,0.72,0.15,0.85,,,
5363,142,Harness,acetochlor-1,368,CRS-1,3,1,0.05,0.72,0.07,0.93,,,
5364,143,Harness,acetochlor-1,736,CRS-1,1,1,0.06,0.72,0.08,0.92,,,
5365,143,Harness,acetochlor-1,736,CRS-1,2,1,0.13,0.72,0.18,0.82,,,
5366,143,Harness,acetochlor-1,736,CRS-1,3,1,0.07,0.72,0.10,0.90,,,
5367,144,Harness,acetochlor-1,1100,CRS-1,1,1,0,0.72,0.00,1.00,,,
5368,144,Harness,acetochlor-1,1100,CRS-1,2,1,0,0.72,0.00,1.00,,,
5369,144,Harness,acetochlor-1,1100,CRS-1,3,1,0.04,0.72,0.06,0.94,,,
5370,145,Harness,acetochlor-1,1470,CRS-1,1,1,0.22,0.72,0.31,0.69,,,
5371,145,Harness,acetochlor-1,1470,CRS-1,2,1,0.08,0.72,0.11,0.89,,,
5372,145,Harness,acetochlor-1,1470,CRS-1,3,1,0.11,0.72,0.15,0.85,,,
5373,146,Harness,acetochlor-1,2940,CRS-1,1,1,0.03,0.72,0.04,0.96,,,
5374,146,Harness,acetochlor-1,2940,CRS-1,2,1,0.02,0.72,0.03,0.97,,,
5375,146,Harness,acetochlor-1,2940,CRS-1,3,1,0.03,0.72,0.04,0.96,,,
5376,147,Harness,acetochlor-1,5900,CRS-1,1,1,0,0.72,0.00,1.00,,,
5377,147,Harness,acetochlor-1,5900,CRS-1,2,1,0,0.72,0.00,1.00,,,
5378,147,Harness,acetochlor-1,5900,CRS-1,3,1,0,0.72,0.00,1.00,,,
,,Control,acetochlor-2,0,CRS-1,1,1,0.87,0.72,1.00,0.00,,,
,,Control,acetochlor-2,0,CRS-1,2,1,0.7,0.72,0.97,0.03,,,
,,Control,acetochlor-2,0,CRS-1,3,1,0.58,0.72,0.81,0.19,,,
5379,148,Warrant,acetochlor-2,158,CRS-1,1,1,0.36,0.72,0.50,0.50,,,
5380,148,Warrant,acetochlor-2,158,CRS-1,2,1,0.05,0.72,0.07,0.93,,,
5381,148,Warrant,acetochlor-2,158,CRS-1,3,1,0.58,0.72,0.81,0.19,,,
5382,149,Warrant,acetochlor-2,315,CRS-1,1,1,0.09,0.72,0.13,0.88,,,
5383,149,Warrant,acetochlor-2,315,CRS-1,2,1,0.5,0.72,0.69,0.31,,,
5384,149,Warrant,acetochlor-2,315,CRS-1,3,1,0.51,0.72,0.71,0.29,,,
5385,150,Warrant,acetochlor-2,630,CRS-1,1,1,0.51,0.72,0.71,0.29,,,
5386,150,Warrant,acetochlor-2,630,CRS-1,2,1,0,0.72,0.00,1.00,,,
5387,150,Warrant,acetochlor-2,630,CRS-1,3,1,0.52,0.72,0.72,0.28,,,
5388,151,Warrant,acetochlor-2,950,CRS-1,1,1,0.44,0.72,0.61,0.39,,,
5389,151,Warrant,acetochlor-2,950,CRS-1,2,1,0.81,0.72,1.00,0.00,,,
5390,151,Warrant,acetochlor-2,950,CRS-1,3,1,0.46,0.72,0.64,0.36,,,
5391,152,Warrant,acetochlor-2,1260,CRS-1,1,1,0.5,0.72,0.69,0.31,,,
5392,152,Warrant,acetochlor-2,1260,CRS-1,2,1,0.4,0.72,0.56,0.44,,,
5393,152,Warrant,acetochlor-2,1260,CRS-1,3,1,0.54,0.72,0.75,0.25,,,
5394,153,Warrant,acetochlor-2,2520,CRS-1,1,1,0.42,0.72,0.58,0.42,,,
5395,153,Warrant,acetochlor-2,2520,CRS-1,2,1,0.46,0.72,0.64,0.36,,,
5396,153,Warrant,acetochlor-2,2520,CRS-1,3,1,0.41,0.72,0.57,0.43,,,
5397,154,Warrant,acetochlor-2,5040,CRS-1,1,1,0.53,0.72,0.74,0.26,,,
5398,154,Warrant,acetochlor-2,5040,CRS-1,2,1,0.45,0.72,0.63,0.38,,,
5399,154,Warrant,acetochlor-2,5040,CRS-1,3,1,0.18,0.72,0.25,0.75,,,
,,Control,S-metolachlor,0,CRS-1,1,1,0.87,0.72,1.00,0.00,,,
,,Control,S-metolachlor,0,CRS-1,2,1,0.7,0.72,0.97,0.03,,,
,,Control,S-metolachlor,0,CRS-1,3,1,0.58,0.72,0.81,0.19,,,
